"","WD11CD","WD11CDO","WD11NM","WD11NMW","WardName","OldCode","Wardcode","Pop2013","Aged0_15","Aged16_64","Aged65plus","PctAged0_1","PctAged16_","PctAged65p","MeanAge201","MedianAge2","AreaSqKM","PopDensity","PctBame","PctNotBorn","PctNoEngli","GenFertRat","MaleLE0509","FemaleLE05","PctYr1Obes","PctYr6Obes","RateAmbula","RatesAmbul","RoadKilled","InEmployme","Employment","NoJobs2011","EmpWkAgePo","RateNINoFo","MeanHouseP","NoProperti","NoHousehol","PctDetache","PctSemiDet","PctTerrace","PctFlatMai","PctOwned20","PctSocialR","PctPrivate","PctCTaxBan","PctCTaxB_1","PctCTaxB_2","Incapacity","IncomeSupp","EmpSupport","JSAClaiman","PctDepChil","PctHHNoAdu","PctLonePar","IDRankLond","IDPctWorst","AvgGCSE201","UnauthAbse","PctWithNoQ","PctLev4Qua","CrimeRate1","ViolenceRa","RobberyRat","TheftAndHa","CriminalDa","DrugsRate1","Deliberate","PctOpenSpa","CarsPerHH2","AvgPubTran","PctTTWBike","TurnoutMay","Shape_Leng","Shape_Area","ID","x","y","geometry"
"1","E09000001","00AA","City of London",NA,"City of London","00AA","E09000001",8000,600,6200,1200,7.5,77.5,15,41.3038874812,39,3.15148,2538.0623712,21.4,36.7,11.9,34,82.8,86.2,"n/a","n/a",811.5,18.3428571429,58,4747,75.2655779293,4e+05,64.5161290323,138.888888889,595000,195,5530,0.4,0.2,1.4,98,42.3,16.5,35.9,4.1,63.1,32.8,0.847457627119,0.508474576271,1.35593220339,1.94336509599,10,0.866590649943,24.1758241758,551,20,367,0.5,6.7,68.4,730.789473684,68.0263157895,6.44736842105,445.131578947,29.7368421053,65.5263157895,0.779220779221,18.6425,0.385860889396,7.6,5.30861596798,48.5236517023,9601.64292983,3149381.13168,625,532462,181223,list(c(532140.297984266, 532141.496084269, 532142.397184269, 532146.597684267, 532158.297884306, 532189.296384291, 532191.497984296, 532253.19808427, 532287.895284359, 532304.299784421, 532309.597984449, 532341.997384443, 532359.896884437, 532361.697084447, 532373.997384444, 532382.396184465, 532436.397884447, 532447.596284497, 532461.397784498, 532486.096684501, 532517.394184505, 532548.497184511, 532594.697984518, 532634.496784527, 532633.79638453, 532615.09608461, 532630.798084616, 532664.297284629, 
532746.796784668, 532788.09678469, 532871.397184728, 532880.496384732, 532901.496584678, 532907.396884663, 532924.096284618, 532935.696184585, 532946.097984563, 533078.896384617, 533119.196984589, 533146.797884561, 533167.496984534, 533182.396184515, 533184.597784512, 533198.597884482, 533215.796984437, 533230.49758438, 533250.897684387, 533320.197884409, 533410.696984425, 533394.097984477, 533389.39778451, 533387.396884518, 533387.597584519, 533378.797384579, 533367.996184651, 533351.997184718, 
533427.697384705, 533445.097284703, 533448.896284755, 533442.096884757, 533455.296284781, 533466.996484797, 533471.997684804, 533475.497784811, 533478.797084823, 533496.696584868, 533499.096884874, 533532.497684949, 533536.896784956, 533539.696384961, 533567.397684997, 533659.397885094, 533683.197685122, 533709.897485155, 533719.596785166, 533743.697685192, 533765.797685226, 533779.396385276, 533786.896185308, 533787.094785309, 533796.796185356, 533807.197985421, 533814.29638548, 533815.996185493, 
533820.89708552, 533826.09688554, 533832.797985559, 533837.297385582, 533837.997885589, 533839.496985608, 533839.597385638, 533838.296885645, 533834.696485652, 533829.496585662, 533824.296685666, 533813.896985666, 533787.496185666, 533765.897985669, 533750.996785673, 533740.898085678, 533725.497085686, 533711.798085684, 533696.696085681, 533657.196285703, 533646.597885708, 533645.397785709, 533642.696485705, 533641.297685703, 533637.496585698, 533637.097285698, 533632.896785694, 533631.096585672, 
533630.596885668, 533609.797385671, 533603.999485632, 533602.496285633, 533595.297585633, 533594.394385623, 533575.497485625, 533552.197385628, 533552.398085631, 533553.297185646, 533553.796885655, 533551.39658566, 533540.396785661, 533505.799985665, 533491.298085672, 533479.495485682, 533465.796385698, 533450.397485723, 533443.598085739, 533442.897685747, 533440.896785747, 533417.496385751, 533412.796185783, 533406.797585783, 533403.496185789, 533404.19658579, 533428.197185802, 533425.497885811, 
533429.296885814, 533430.396685814, 533429.397285816, 533420.496685833, 533408.99718586, 533408.696085869, 533405.697785881, 533396.897585918, 533389.795085916, 533387.597585923, 533385.998085929, 533376.098085936, 533362.09798595, 533360.496385952, 533334.198086031, 533326.796586028, 533293.096686018, 533273.296686012, 533249.697586007, 533213.097785998, 533160.896285987, 533105.196785974, 533072.496385969, 533053.497085964, 533005.696785952, 532984.997685948, 532950.996785944, 532943.996685943, 
532921.396985942, 532874.997485937, 532812.89808593, 532806.59428593, 532782.296885926, 532745.69708592, 532721.596185917, 532714.997485916, 532684.39628591, 532626.996985904, 532572.696385894, 532515.297085884, 532484.996885875, 532464.697085868, 532452.597485864, 532428.197685853, 532368.996085828, 532303.496985806, 532278.597385797, 532248.796985788, 532228.796185783, 532170.596085772, 532109.096685763, 532052.496185756, 531998.79758575, 531954.597685746, 531936.597785746, 531840.798485739, 531721.89778574, 
531700.096785736, 531660.797685737, 531661.096685757, 531671.29578576, 531669.896985761, 531659.896585767, 531661.696785815, 531669.296885821, 531660.797685825, 531660.797685852, 531660.496685872, 531662.896885885, 531663.197985893, 531629.698885896, 531626.299185889, 531625.496385879, 531628.097285873, 531628.197685829, 531628.197685824, 531623.896885821, 531622.39768582, 531627.597585818, 531628.79768578, 531628.197685765, 531622.397685765, 531621.897985763, 531620.296485761, 531627.896585758, 
531628.197685758, 531628.797685735, 531591.397185736, 531562.997485735, 531498.796785735, 531465.897785735, 531439.996685735, 531400.996585737, 531361.29618574, 531313.196785741, 531261.198085747, 531230.496585749, 531214.19648575, 531182.595885752, 531155.597085756, 531145.096985648, 531143.796485631, 531143.497485587, 531144.296185573, 531145.596685551, 531142.797085541, 531132.196585517, 531127.897885512, 531119.896385516, 531100.296985484, 531099.596585482, 531097.994985479, 531106.998085476, 
531096.596285456, 531080.996585429, 531085.596485425, 531083.597585422, 531094.595385415, 531085.596485399, 531126.697785381, 531117.596485351, 531108.497185328, 531153.196785315, 531169.097485311, 531166.197485297, 531144.896285205, 531133.796085159, 531131.997985153, 531129.698085147, 531110.196985096, 531090.697985052, 531089.19678505, 531037.796084961, 530995.298084896, 530975.696684865, 530973.996784861, 530970.496784846, 530968.397584834, 530967.69718483, 531022.497584825, 531070.496584827, 
531120.097084832, 531200.296684844, 531266.19728486, 531300.894484864, 531359.596284873, 531384.997684875, 531401.096984866, 531413.794584861, 531438.196484847, 531473.696584829, 531496.396584818, 531521.197884803, 531554.596584786, 531555.196684786, 531595.196184763, 531697.895184711, 531778.197284669, 531796.197184659, 531812.99688465, 531847.397184631, 531865.896684622, 531891.396384608, 531903.297284606, 531913.496384605, 531944.697584589, 531965.697784578, 531996.296984564, 532027.297584553, 
532081.096484537, 532083.396384503, 532086.497084474, 532089.196284441, 532097.097484442, 532097.697584438, 532098.696984427, 532097.697584413, 532087.697184372, 532078.096184345, 532073.596684335, 532067.297084322, 532058.996484309, 532056.696584306, 532053.896984302, 532134.897384251, 532140.297984266, 182191.898975556, 182188.700075555, 182188.999075556, 182190.299575559, 182151.100775573, 182166.700475599, 182161.699175605, 182188.700075662, 182097.897875696, 182035.100075712, 182006.100375717, 
182013.200775747, 182018.799975765, 182008.799675765, 182012.399975777, 181991.299475785, 182009.700775838, 181959.000475848, 181957.900675863, 181954.799975886, 181950.998875916, 181945.100675945, 181937.50057599, 181929.099676026, 181926.199676026, 181845.698976011, 181839.399276022, 181825.898876056, 181786.898876135, 181764.499876175, 181727.099276255, 181723.400576261, 181777.400176282, 181792.899476289, 181838.299576303, 181871.700376316, 181894.900076326, 181840.499076452, 181869.79977649, 
181897.900476518, 181925.300576538, 181945.399676552, 181948.201376553, 181977.999776567, 182024.100276584, 182082.498976598, 182075.900276616, 182053.398876685, 182037.901676769, 181985.100176752, 181951.50067675, 181942.298976747, 181941.799276745, 181881.69867674, 181807.70037673, 181739.798876715, 181752.899976788, 181755.900276803, 181702.297976807, 181700.2991768, 181676.300676813, 181660.799376823, 181653.000576829, 181646.100876832, 181634.101676834, 181587.900776852, 181582.399876854, 181506.599276887, 
181498.900876891, 181493.999976894, 181457.500576921, 181359.399277006, 181331.700077032, 181298.000277056, 181286.799777066, 181261.400477088, 181226.099077109, 181175.800177122, 181142.700477133, 181142.10037713, 181094.90007714, 181027.899777152, 180968.898977158, 180954.900877159, 180928.299377161, 180907.49987717, 180888.799677175, 180865.399177179, 180857.799077181, 180839.600477182, 180808.399277183, 180801.49957718, 180794.900877176, 180784.499077172, 180779.600277168, 180779.600277157, 180779.000177131, 
180776.80067711, 180771.600777096, 180766.699877086, 180759.300477071, 180761.19897706, 180763.900277044, 180741.398877008, 180736.000376995, 180735.400376993, 180739.500476995, 180741.398876992, 180746.701176988, 180747.000176987, 180750.199176983, 180771.899776983, 180777.099676981, 180774.099376963, 180812.999076956, 180812.902776954, 180812.398976949, 180822.399376946, 180819.90077693, 180816.900476906, 180813.099376906, 180798.599576907, 180789.698976908, 180784.499076905, 180783.100276896, 
180778.699176864, 180771.899776847, 180761.700776837, 180745.300376825, 180719.80277681, 180703.598976802, 180695.998876802, 180695.5994768, 180691.798376779, 180659.399076773, 180658.600376769, 180651.999676765, 180651.700576766, 180639.400376786, 180629.500276786, 180627.599776789, 180627.100076789, 180625.09917679, 180607.299976781, 180580.39947677, 180571.400576769, 180558.899576767, 180522.29777676, 180523.600276753, 180516.39947675, 180510.800276749, 180503.099776737, 180488.599976725, 180486.900076724, 
180406.7004767, 180409.600376694, 180420.100476659, 180425.19997664, 180430.999976618, 180439.599476584, 180450.400676534, 180462.500276478, 180467.70007645, 180472.899976432, 180484.499876383, 180488.898976366, 180492.200376332, 180492.800376326, 180494.299576302, 180499.80047626, 180505.1006762, 180505.598376194, 180509.800876172, 180515.498376136, 180518.400376112, 180519.600476107, 180524.900776078, 180531.700076023, 180541.700475971, 180550.900075915, 180559.898975887, 180566.600075867, 180571.099575855, 
180581.800375833, 180606.898575777, 180628.799875713, 180637.800875689, 180647.100775661, 180651.901275642, 180663.099775584, 180671.199675525, 180677.699975471, 180683.798875422, 180686.999975379, 180688.099675361, 180694.600075269, 180692.699575154, 180695.998875135, 180695.099775097, 180674.699675097, 180671.799675105, 180670.398875105, 180664.598875096, 180615.6004751, 180610.099575106, 180605.198775097, 180578.400675098, 180558.000475097, 180544.299375097, 180536.099175101, 180533.602675069, 
180540.799375064, 180551.299475064, 180557.400475065, 180601.100675066, 180606.099875066, 180609.700275061, 180611.000675061, 180612.299175065, 180650.899875068, 180666.700175066, 180666.999175059, 180667.90027506, 180670.699875057, 180673.898875066, 180673.999275064, 180696.598875065, 180695.699875029, 180696.299875005, 180696.899974942, 180696.299874911, 180695.099774886, 180693.799274848, 180690.999674809, 180688.099674766, 180683.299174714, 180680.700274685, 180679.89957467, 180676.700574638, 
180672.700774613, 180782.100874602, 180799.299974602, 180844.601774601, 180858.700174603, 180880.900474601, 180890.599774601, 180915.100074589, 180920.400274587, 180916.300174577, 180949.000574561, 180950.399374559, 180953.600374557, 180956.399974566, 180976.699774555, 181004.599674543, 181007.800674545, 181011.399074543, 181018.200474554, 181034.400174544, 181053.200774584, 181083.900274576, 181107.198374566, 181120.199074611, 181124.399474625, 181139.300774623, 181231.599974602, 181278.998874591, 
181285.69997459, 181291.698574588, 181342.599574569, 181386.498474551, 181389.199774548, 181479.000474499, 181544.800674457, 181576.599974439, 181579.798874437, 181595.599274436, 181608.200574431, 181612.398974432, 181617.598874483, 181615.599974531, 181610.799474579, 181598.099874655, 181583.298974718, 181579.600274754, 181570.599274808, 181568.399774832, 181577.400674849, 181583.499674858, 181598.099874883, 181616.400774918, 181627.900274939, 181642.099074962, 181659.099574994, 181659.498874994, 
181683.200375034, 181736.898975131, 181779.999075208, 181790.499175224, 181800.298875242, 181818.900875275, 181828.100475294, 181842.299275316, 181845.500275326, 181846.499675336, 181863.100775367, 181873.099175388, 181888.199075418, 181899.000175447, 181915.4988755, 181949.999475501, 181980.299675502, 182013.700475506, 182012.799375513, 182016.700775513, 182027.798875515, 182041.899375513, 182083.600775506, 182111.197575495, 182121.400675491, 182133.698975488, 182147.299675473, 182150.799775474, 
182154.60087547, 182206.099875549, 182191.898975556))
